dataset,cell_type_full,consensus_label,original_label,reannotation_type,predicted_label,pred_confidence,set_size_naive,set_size_structure,pattern
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9790626818739756,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9989646785155982,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999783122893279,0,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9997900717906156,0,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999504892796232,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999995715203059,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9992973054167242,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999644631886887,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999886151612695,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999934558033184,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Squamous,Misannotated,Secretory,0.9995990076482698,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999891345975678,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9994514684959183,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.999940328718582,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9998421755433102,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999527076049457,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999859651047336,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999465391409074,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999181897489078,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999818087216894,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999398412599259,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9977647988923796,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.9770951714553712,1,1,C_predicts_something_else
Jain_Misharin_2021_10Xv1,respiratory basal cell,Basal,Basal,Misannotated,Secretory,0.5985723558861279,2,2,C_predicts_something_else
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9996325561530521,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998028432956464,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999774383721156,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9433100678700783,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9981533665742115,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999922025521928,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999786947866336,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9970479176086592,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999814006618737,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9949799135087857,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9957601421832756,1,0,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9606548690210143,1,0,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999994496713034,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999707135400318,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999586970279795,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9994380708636172,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998899443052939,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999866077437283,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9951614599590533,0,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9998267476718146,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.9157828878856965,1,1,C_predicts_something_else
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999658320280821,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9945209477629536,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9996895378774812,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999823364242099,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999848550513155,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9975576874740236,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9987177814431145,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999782417956651,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999953880568422,0,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998984422167095,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999950859363346,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,"CD8-positive, alpha-beta T cell",T cell lineage,Secretory,Misannotated,Secretory,0.9899039039648975,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999933588987935,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999062853094396,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999668400732363,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999627215754883,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9999686109266149,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999826444835619,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9823603839686902,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.998307426268386,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999958544975737,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999803897367987,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9994872814574791,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999696975069999,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999339801859412,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999995983441671,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999940769851622,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9900499822055484,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999569921301007,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.6915594022517134,2,2,C_predicts_something_else
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999426077239202,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999959261933883,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999956584420199,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999958783461026,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999978473129807,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999695768356595,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9996993911267612,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Basal,0.5077974659742568,2,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999812447500727,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9995837288225539,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9977429978188739,1,0,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999068773501119,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999834140186693,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999513295208102,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9707023851203929,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9992117805275952,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9998410002846699,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9476461600122609,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999807518034422,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9785004153523602,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9992795784724356,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999890297823887,0,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999926396474316,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999522748651611,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998637467167155,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,respiratory tract hillock cell,Basal,Secretory,Misannotated,Secretory,0.8324314811376614,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9017460508704539,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999926703641449,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999702600502913,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999895109862879,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9598135383253733,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9995497748263262,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9992097141355494,0,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.986594260420632,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9873617727742336,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9969514578427274,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9994933398172353,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Rare,0.48579151385338654,4,3,C_predicts_something_else
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9998478924851376,1,0,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9992513969850821,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998329681474432,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999956851997431,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9996143542992811,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999488560034533,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999342023936478,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999785990118817,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9829282129787997,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999346199502034,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9989870299978205,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9646822715106769,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9569362084383303,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9474564360934361,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Multiciliated lineage,0.7824933173603662,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999806233150166,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999889044564734,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999991958659007,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,respiratory tract hillock cell,Basal,Basal,Misannotated,Basal,0.8818421569219593,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999912822862012,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9995585260611122,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999938060649871,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999293805847815,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999844360539238,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9992087578234089,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9987938068331108,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998743867680899,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9990878072993101,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999145131075097,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999907587644838,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9992746247196127,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999837477011505,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9997681059129586,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9990946937318748,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999889360369131,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999998186388851,0,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999915611435411,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999954786676026,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.845301130826485,1,2,C_predicts_something_else
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999930253790427,0,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9895281579313565,1,0,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999963733572328,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9376505136600971,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999857502306276,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999653523695005,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999813991729485,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9972524674370699,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999926638302021,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999882617753848,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9926649227220763,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998946052434332,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9979663588563266,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9912897057885252,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9996292326521753,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9844581427197776,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998934898999,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9549414862068941,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.979660625563934,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998944127980686,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9995739181248869,1,0,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999906197986215,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9977458083879573,0,1,B_catches_correction
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9386649569835692,1,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999968874624566,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999968498155088,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9997859894452151,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999944603362826,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.5553585698125596,2,2,C_predicts_something_else
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999332758494968,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,club cell,Secretory,Basal,Misannotated,Secretory,0.9694130973303406,0,1,B_catches_correction
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999873462178627,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999973825824433,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9997702711961399,1,1,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999979705326723,1,0,A_matches_original_wrong_label
Jain_Misharin_2021_10Xv1,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9924270199904275,1,1,B_catches_correction
